,,,,,,,,,,,,VIP scores from the PLS-DA analysis,,,,
Protein,Accession Number,Protein Name,Peptides per protein,Mean COVID+,Mean COVID-,Median COVID+,Median COVID-,%CV COVID+,%CV COVID-,Mann-Whitney U Test p value,Fold Change,Comp. 1,Comp. 2,Comp. 3,Comp. 4,Comp. 5
sp|P30520|PURA2_HUMAN,P30520,Adenylosuccinate synthetase isozyme 2,1,8.7827E-06,7.39562E-06,6.89677E-06,5.55065E-06,78.99851684,64.15463745,0.8411,1.24,0.38567,0.58677,0.58378,0.58402,0.58435
sp|Q9NQC3|RTN4_HUMAN,Q9NQC3,Reticulon-4,1,2.08584E-05,1.67018E-05,1.69203E-05,1.45953E-05,48.41249573,68.41557907,0.8411,1.16,0.58791,0.59325,0.59342,0.59887,0.60002
sp|Q8WVQ1|CANT1_HUMAN,Q8WVQ1,Soluble calcium-activated nucleotidase 1,1,8.04826E-06,4.88078E-06,6.94198E-06,3.95177E-06,50.72499788,62.25672615,0.1511,1.76,1.2582,1.2505,1.2572,1.2553,1.2553
sp|A0A0B4J1U7|HV601_HUMAN,A0A0B4J1U7,Immunoglobulin heavy variable 6-1,1,0.000176025,3.0051E-05,8.41584E-05,1.4276E-05,131.4574897,86.36081161,0.0561,5.90,1.2708,1.2646,1.264,1.2624,1.2623
sp|P13473|LAMP2_HUMAN,P13473,Lysosome-associated membrane glycoprotein 2,2,5.18773E-05,6.65736E-05,4.3962E-05,6.87666E-05,73.38518237,39.39370856,0.6901,0.64,0.67934,0.87046,0.86768,0.86828,0.86856
sp|P68036|UB2L3_HUMAN,P68036,Ubiquitin-conjugating enzyme E2 L3,1,2.33874E-05,9.15854E-06,2.5353E-05,1.0521E-05,67.60668502,78.34613401,0.2221,2.41,1.5358,1.4784,1.4704,1.4681,1.4677
sp|P80748|LV321_HUMAN,P80748,Immunoglobulin lambda variable 3-21,4,0.000137235,0.000193931,0.000145718,0.000128443,33.23157133,99.97154732,0.6901,1.13,0.61941,0.61125,0.60905,0.60856,0.60922
sp|P51159|RB27A_HUMAN,P51159,Ras-related protein Rab-27A,1,1.07957E-05,4.53179E-06,8.88477E-06,2.77562E-06,57.73758806,86.74449672,0.0951,3.20,1.5891,1.5158,1.5101,1.5082,1.5081
sp|P12109|CO6A1_HUMAN,P12109,Collagen alpha-1(VI) chain,1,6.27194E-06,3.59581E-06,5.96976E-06,3.54164E-06,57.03566421,38.12012874,0.1511,1.69,1.3929,1.3389,1.3359,1.3342,1.334
sp|P03973|SLPI_HUMAN,P03973,Antileukoproteinase,1,4.94923E-05,3.97961E-05,4.9121E-05,4.15718E-05,35.75420515,31.58982,0.4211,1.18,0.9612,0.94521,0.96993,0.97026,0.9703
sp|P21217|FUT3_HUMAN,P21217,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3,1,6.24829E-06,4.07486E-06,7.64247E-06,3.84216E-06,53.50833103,67.67217612,0.2221,1.99,1.0423,1.0191,1.0139,1.0131,1.013
sp|P28074|PSB5_HUMAN,P28074,Proteasome subunit beta type-5,1,6.91704E-06,5.99478E-06,5.77458E-06,4.60036E-06,67.54103457,40.49750037,0.5481,1.26,0.38941,0.74124,0.74098,0.74153,0.74133
sp|P13498|CY24A_HUMAN,P13498,Cytochrome b-245 light chain,2,6.37325E-05,5.2329E-05,5.74521E-05,4.37382E-05,44.5876714,46.66754106,0.6901,1.31,0.66965,0.68316,0.68504,0.68693,0.68701
sp|P09668|CATH_HUMAN,P09668,Pro-cathepsin H,1,3.31851E-05,2.34214E-05,3.39278E-05,2.00239E-05,57.04459639,81.37416383,0.3101,1.69,0.78083,0.7697,0.76559,0.76692,0.76733
sp|P38606|VATA_HUMAN,P38606,V-type proton ATPase catalytic subunit A,1,2.48913E-05,1.66412E-05,2.54385E-05,1.62889E-05,36.86401621,38.22347327,0.2221,1.56,1.4787,1.4098,1.4072,1.4077,1.4073
sp|Q9UBH0|I36RA_HUMAN,Q9UBH0,Interleukin-36 receptor antagonist protein,2,1.78661E-05,4.05673E-05,1.90659E-05,1.32027E-05,37.85680959,153.6028684,0.6901,1.44,0.78228,0.83546,0.8344,0.83462,0.83549
sp|P15531|NDKA_HUMAN,P15531,Nucleoside diphosphate kinase A,1,4.18479E-05,2.3284E-05,2.56638E-05,1.26239E-05,76.05539492,97.47680807,0.3101,2.03,1.0101,1.0785,1.0729,1.0716,1.0721
sp|P18085|ARF4_HUMAN,P18085,ADP-ribosylation factor 4,1,4.58116E-06,3.14813E-06,4.58681E-06,6.22647E-07,33.23540782,165.9063876,0.1511,7.37,0.64766,0.71713,0.71377,0.71417,0.71506
sp|Q5SSG8|MUC21_HUMAN,Q5SSG8,Mucin-21,1,3.49399E-05,1.61731E-05,1.32229E-05,1.01463E-05,107.8688093,61.74262102,0.6901,1.30,1.0189,0.98187,0.98136,0.97988,0.98004
sp|P02760|AMBP_HUMAN,P02760,Protein AMBP,3,2.49869E-05,5.77848E-05,2.38747E-05,6.03188E-05,20.06097002,58.42336933,0.0561,0.40,1.7275,1.6756,1.6718,1.671,1.6706
sp|P68363|TBA1B_HUMAN,P68363,Tubulin alpha-1B chain,3,5.46847E-05,5.76884E-05,6.83017E-05,6.65086E-05,60.12372075,57.13293012,0.8411,1.03,0.15318,0.1688,0.21815,0.26004,0.26129
sp|O43760|SNG2_HUMAN,O43760,Synaptogyrin-2,1,1.5271E-05,1.60068E-05,1.57785E-05,1.61467E-05,47.34161833,55.11152435,1.0001,0.98,0.12802,0.12302,0.13643,0.14549,0.15085
sp|Q9BS26|ERP44_HUMAN,Q9BS26,Endoplasmic reticulum resident protein 44,1,1.94468E-05,2.78576E-05,1.89407E-05,2.13123E-05,60.22068196,94.91162908,0.6901,0.89,0.64567,0.64166,0.63814,0.64025,0.64084
sp|Q96C19|EFHD2_HUMAN,Q96C19,EF-hand domain-containing protein D2,1,5.83711E-06,3.59808E-06,4.72669E-06,2.01476E-06,69.82615773,119.5837234,0.3101,2.35,0.83871,0.83062,0.82606,0.82919,0.82931
sp|Q9NY33|DPP3_HUMAN,Q9NY33,Dipeptidyl peptidase 3,2,1.97578E-05,1.58198E-05,1.9321E-05,1.33218E-05,38.65387415,58.56626437,0.3101,1.45,0.76014,0.72666,0.72828,0.72752,0.72878
sp|P48047|ATPO_HUMAN,P48047,"ATP synthase subunit O, mitochondrial",1,5.5605E-06,4.7312E-06,4.66075E-06,5.59629E-06,66.22160042,61.15292607,1.0001,0.83,0.41788,0.39978,0.39859,0.39935,0.40024
sp|P12955|PEPD_HUMAN,P12955,Xaa-Pro dipeptidase,2,5.73832E-05,1.81383E-05,2.68998E-05,1.66974E-05,132.7004825,27.88377564,0.4211,1.61,1.079,1.0941,1.1,1.1018,1.1015
sp|P27169|PON1_HUMAN,P27169,Serum paraoxonase/arylesterase 1,1,1.37875E-05,1.67685E-05,1.11036E-05,1.29524E-05,41.76346023,60.89365695,0.8411,0.86,0.55176,0.57421,0.5712,0.57151,0.5729
sp|Q92542|NICA_HUMAN,Q92542,Nicastrin,1,7.42212E-06,5.89372E-06,9.94981E-06,5.70001E-06,72.63165254,105.3569332,0.5481,1.75,0.42828,0.45018,0.44982,0.45289,0.45277
sp|Q6ZMR5|TM11A_HUMAN,Q6ZMR5,Transmembrane protease serine 11A,1,1.27635E-05,1.27247E-05,1.02178E-05,1.32535E-05,49.74137618,67.62739946,1.0001,0.77,0.033659,0.43537,0.43606,0.45096,0.4513
sp|Q05315|LEG10_HUMAN,Q05315,Galectin-10,4,0.000144219,9.53113E-05,7.7042E-05,7.57348E-05,120.0113106,56.06785112,1.0001,1.02,0.58241,0.56006,0.57042,0.57658,0.57643
sp|P34096|RNAS4_HUMAN,P34096,Ribonuclease 4,1,6.25864E-06,5.20048E-06,7.24227E-06,5.40184E-06,48.59824391,57.38117225,0.4211,1.34,0.56742,0.54071,0.5378,0.53729,0.53714
sp|P10153|RNAS2_HUMAN,P10153,Non-secretory ribonuclease,2,2.5568E-05,1.96459E-05,1.44675E-05,1.65482E-05,113.2330622,93.37427541,1.0001,0.87,0.36684,0.3513,0.36938,0.37654,0.37699
sp|P36542|ATPG_HUMAN,P36542,"ATP synthase subunit gamma, mitochondrial",1,2.64732E-05,1.01707E-05,1.65393E-05,5.5091E-06,105.1569138,104.0584445,0.0951,3.00,1.1374,1.1065,1.1088,1.1074,1.1072
sp|P78324|SHPS1_HUMAN,P78324,Tyrosine-protein phosphatase non-receptor type substrate 1,1,8.04061E-06,5.89595E-06,1.04478E-05,6.32499E-06,50.47407313,86.37640294,0.5481,1.65,0.74254,0.71423,0.71608,0.71529,0.71707
sp|P01599|KV117_HUMAN,P01599,Immunoglobulin kappa variable 1-17,3,5.09706E-05,2.64122E-05,4.98446E-05,1.79326E-05,71.74196091,77.92819386,0.3101,2.78,1.1922,1.1544,1.1499,1.1491,1.149
sp|Q99574|NEUS_HUMAN,Q99574,Neuroserpin,1,1.21891E-05,9.5563E-06,1.31226E-05,9.20607E-06,60.28753202,11.37753183,0.2221,1.43,0.76146,0.7437,0.75587,0.75597,0.75574
sp|P28070|PSB4_HUMAN,P28070,Proteasome subunit beta type-4,1,1.5226E-05,1.23553E-05,9.9146E-06,1.19008E-05,76.36750348,94.1028261,1.0001,0.83,0.4082,0.61052,0.60787,0.60885,0.60867
sp|Q9BRA2|TXD17_HUMAN,Q9BRA2,Thioredoxin domain-containing protein 17,1,4.54211E-06,1.84276E-06,5.21247E-06,6.87049E-07,51.15020536,95.62648163,0.0561,7.59,1.6841,1.6395,1.6324,1.6299,1.6304
sp|O95497|VNN1_HUMAN,O95497,Pantetheinase,1,1.17308E-06,1.28633E-06,4.46727E-07,1.13135E-06,153.350775,39.1202782,0.1511,0.39,0.11144,0.14651,0.1778,0.20234,0.20336
sp|P55064|AQP5_HUMAN,P55064,Aquaporin-5,1,2.14628E-05,1.10858E-05,1.79301E-05,1.02517E-05,58.87696626,32.41943843,0.2221,1.75,1.5175,1.453,1.4515,1.4496,1.4493
sp|A0A0C4DH67|KV108_HUMAN,A0A0C4DH67,Immunoglobulin kappa variable 1-8,2,2.61834E-05,1.28286E-05,2.21705E-05,1.06731E-05,66.9761549,57.05994893,0.0951,2.08,1.3647,1.3225,1.3154,1.3145,1.3152
sp|P10606|COX5B_HUMAN,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial",1,4.53444E-05,4.90635E-05,5.94555E-05,4.38771E-05,71.04323111,54.30552435,0.6901,1.36,0.20553,0.23571,0.23915,0.26039,0.26042
sp|P31930|QCR1_HUMAN,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",1,7.14747E-06,6.05366E-06,5.81204E-06,4.78303E-06,106.6830605,66.18539299,1.0001,1.22,0.30738,0.37468,0.37387,0.3746,0.37538
sp|O43852|CALU_HUMAN,O43852,Calumenin,1,1.37889E-05,9.35787E-06,8.38496E-06,9.08466E-06,77.11466618,17.56914733,1.0001,0.92,0.88062,0.90284,0.91367,0.91228,0.91225
sp|P08962|CD63_HUMAN,P08962,CD63 antigen,1,9.6401E-05,9.12549E-05,9.60159E-05,7.0643E-05,57.63797031,61.69248278,0.6901,1.36,0.11432,0.2191,0.2264,0.23664,0.23738
sp|O00602|FCN1_HUMAN,O00602,Ficolin-1,1,1.96957E-05,2.57121E-05,1.90486E-05,2.83863E-05,67.61702574,67.91556651,0.6901,0.67,0.61654,0.72421,0.72022,0.72155,0.72371
sp|P31997|CEAM8_HUMAN,P31997,Carcinoembryonic antigen-related cell adhesion molecule 8,2,3.73395E-05,1.75961E-05,2.83628E-05,1.57228E-05,73.62621993,58.35890001,0.3101,1.80,1.3345,1.2715,1.2805,1.279,1.2787
sp|O95498|VNN2_HUMAN,O95498,Vascular non-inflammatory molecule 2,1,2.76994E-05,1.19316E-05,1.89704E-05,1.04979E-05,88.99444033,86.33048601,0.3101,1.81,1.2297,1.1717,1.1707,1.1703,1.1702
sp|P0DOX8|IGL1_HUMAN,P0DOX8,Immunoglobulin lambda-1 light chain,2,0.00573235,0.004765297,0.005581422,0.0060061,70.2373901,54.35884204,1.0001,0.93,0.49707,0.67293,0.66943,0.66861,0.66875
sp|P01703|LV140_HUMAN,P01703,Immunoglobulin lambda variable 1-40,2,4.46376E-05,3.06161E-05,3.93742E-05,3.00157E-05,61.42667222,70.62578571,0.5481,1.31,0.86741,0.82684,0.82907,0.82906,0.829
sp|P01594|KV133_HUMAN,P01594,Immunoglobulin kappa variable 1-33,1,0.000118303,6.46303E-05,0.000125024,7.63583E-05,34.81427883,47.35887525,0.0951,1.64,1.838,1.7608,1.7537,1.7519,1.7517
sp|P67812|SC11A_HUMAN,P67812,Signal peptidase complex catalytic subunit SEC11A,1,6.17041E-06,4.40709E-06,4.73565E-06,3.6502E-06,96.33997542,41.98975651,0.8411,1.30,0.64264,0.6661,0.66404,0.66741,0.66763
sp|P04430|KV116_HUMAN,P04430,Immunoglobulin kappa variable 1-16,2,4.23678E-05,3.05237E-05,4.63718E-05,2.8187E-05,44.22036284,46.99618551,0.3101,1.65,1.0499,1.0125,1.0115,1.0102,1.01
sp|Q32P51|RA1L2_HUMAN,Q32P51,Heterogeneous nuclear ribonucleoprotein A1-like 2,1,3.5034E-05,5.18366E-05,3.74237E-05,3.57812E-05,36.38783635,74.30897755,1.0001,1.05,0.89076,0.92835,0.92341,0.92207,0.922
sp|A0A0A0MT36|KVD21_HUMAN,A0A0A0MT36,Immunoglobulin kappa variable 6D-21,1,1.12929E-05,1.1292E-05,5.09923E-06,9.68221E-06,135.510864,67.26672808,0.5481,0.53,0.013085,0.18163,0.22137,0.2285,0.22907
sp|Q96FX8|PERP_HUMAN,Q96FX8,p53 apoptosis effector related to PMP-22,1,2.89422E-05,6.38285E-05,2.30458E-05,5.81487E-05,36.2774152,48.81739566,0.0321,0.40,1.8539,1.7991,1.7894,1.7873,1.7869
sp|P49755|TMEDA_HUMAN,P49755,Transmembrane emp24 domain-containing protein 10,1,2.83917E-05,2.13689E-05,2.86607E-05,2.44832E-05,25.28936929,35.29006524,0.3101,1.17,1.3291,1.3599,1.3527,1.3509,1.3506
sp|A0A075B6J9|LV218_HUMAN,A0A075B6J9,Immunoglobulin lambda variable 2-18,1,3.4573E-05,1.7244E-05,3.60288E-05,1.37023E-05,42.16825359,87.08728983,0.2221,2.63,1.5417,1.4689,1.4672,1.4656,1.4653
sp|Q9H4G4|GAPR1_HUMAN,Q9H4G4,Golgi-associated plant pathogenesis-related protein 1,1,7.8931E-06,5.02964E-06,6.56502E-06,4.2857E-06,97.18487804,38.23787043,0.8411,1.53,0.79301,0.75834,0.76807,0.76974,0.76961
sp|Q96QR1|SG3A1_HUMAN,Q96QR1,Secretoglobin family 3A member 1,1,1.5516E-05,5.13838E-06,1.70389E-05,4.72648E-06,82.11107421,78.88922555,0.4211,3.60,1.5,1.5524,1.5444,1.5425,1.5421
sp|P60033|CD81_HUMAN,P60033,CD81 antigen,1,7.48325E-06,5.30139E-06,6.88219E-06,4.29616E-06,74.47635588,38.4578248,0.8411,1.60,0.80117,0.91291,0.91464,0.91626,0.91615
sp|P24071|FCAR_HUMAN,P24071,Immunoglobulin alpha Fc receptor,2,2.1099E-05,2.18921E-05,1.58471E-05,1.91899E-05,58.28506395,38.29326031,0.8411,0.83,0.12025,0.45687,0.45509,0.45933,0.45945
sp|P14406|CX7A2_HUMAN,P14406,"Cytochrome c oxidase subunit 7A2, mitochondrial",1,7.11574E-06,5.42728E-06,4.52257E-06,4.56519E-06,57.80492031,32.79354281,0.8411,0.99,0.80597,0.76808,0.76384,0.76405,0.7641
sp|P14174|MIF_HUMAN,P14174,Macrophage migration inhibitory factor,1,5.03709E-05,4.68908E-05,5.65761E-05,4.83556E-05,52.25549111,36.2927348,1.0001,1.17,0.2751,0.56822,0.5653,0.567,0.56684
sp|A0A075B6I9|LV746_HUMAN,A0A075B6I9,Immunoglobulin lambda variable 7-46,1,2.16778E-05,1.9016E-05,2.38547E-05,2.04175E-05,66.72043996,60.68493389,0.6901,1.17,0.33255,0.36575,0.37103,0.37933,0.37941
sp|P01700|LV147_HUMAN,P01700,Immunoglobulin lambda variable 1-47,1,0.000590151,0.000342695,0.000437215,0.000411838,82.23634486,59.50226355,0.4211,1.06,0.99294,1.0715,1.0676,1.0665,1.0664
sp|P08493|MGP_HUMAN,P08493,Matrix Gla protein,1,6.12161E-06,2.34227E-06,3.11978E-06,2.36076E-06,90.73375544,38.33126804,0.3101,1.32,1.3362,1.2746,1.274,1.2741,1.2738
sp|Q8N257|H2B3B_HUMAN,Q8N257,Histone H2B type 3-B,2,3.95856E-05,7.11741E-05,2.39744E-05,6.26061E-05,89.6502525,38.99326475,0.2221,0.38,1.3947,1.3352,1.3347,1.3329,1.3327
sp|Q00765|REEP5_HUMAN,Q00765,Receptor expression-enhancing protein 5,2,2.60584E-05,2.05495E-05,2.92069E-05,1.63448E-05,61.19107527,62.79092571,1.0001,1.79,0.61884,0.61243,0.64541,0.64471,0.64603
sp|Q9Y624|JAM1_HUMAN,Q9Y624,Junctional adhesion molecule A,2,2.00432E-05,2.74538E-05,2.07312E-05,2.23481E-05,41.01236345,59.27080106,0.5481,0.93,0.87317,0.98714,0.98169,0.98059,0.98083
sp|P32942|ICAM3_HUMAN,P32942,Intercellular adhesion molecule 3,2,1.37761E-05,1.92604E-05,1.44907E-05,1.28095E-05,52.03478435,64.75478608,0.6901,1.13,0.85233,0.85188,0.84718,0.84893,0.84873
sp|Q53GQ0|DHB12_HUMAN,Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase,1,5.56006E-06,3.67864E-06,7.0062E-06,3.56331E-06,51.32844399,46.02979711,0.3101,1.97,1.1669,1.1382,1.1329,1.1314,1.1314
sp|A0A075B6H7|KV37_HUMAN,A0A075B6H7,Probable non-functional immunoglobulin kappa variable 3-7,3,0.001309805,0.000895868,0.001252455,0.001040206,26.573545,53.17652471,0.4211,1.20,1.3901,1.3867,1.3791,1.3771,1.3767
sp|P28799|GRN_HUMAN,P28799,Progranulin,1,1.77898E-06,2.1159E-06,1.48919E-06,1.70558E-06,56.49734384,69.48705115,0.6901,0.87,0.39773,0.37992,0.38317,0.38367,0.38496
sp|Q13838|DX39B_HUMAN,Q13838,Spliceosome RNA helicase DDX39B,1,7.26826E-06,2.76117E-06,3.89954E-06,2.23367E-06,86.69277211,86.73058789,0.2221,1.75,1.3532,1.3419,1.3385,1.3376,1.3372
sp|Q7L5L3|GDPD3_HUMAN,Q7L5L3,Lysophospholipase D GDPD3,1,3.15778E-05,1.24002E-05,3.27467E-05,1.15861E-05,47.26505691,26.13840696,0.0951,2.83,2.0085,1.913,1.9033,1.9013,1.9007
sp|Q15125|EBP_HUMAN,Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",1,1.94048E-05,1.11422E-05,1.96915E-05,8.82592E-06,79.16831437,72.59529057,0.5481,2.23,1.0217,0.99438,0.99708,0.99574,0.99674
sp|P38646|GRP75_HUMAN,P38646,"Stress-70 protein, mitochondrial",1,1.48233E-05,1.41738E-05,1.56935E-05,1.38486E-05,40.53788702,23.39363909,0.5481,1.13,0.21114,0.43786,0.446,0.44549,0.44605
sp|Q00610|CLH1_HUMAN,Q00610,Clathrin heavy chain 1,1,7.23863E-06,5.80031E-06,6.21343E-06,5.84436E-06,59.68098655,47.17286313,0.6901,1.06,0.61852,0.62233,0.62838,0.62989,0.62974
sp|Q6UWW0|LCN15_HUMAN,Q6UWW0,Lipocalin-15,2,4.09498E-05,3.25882E-05,3.09969E-05,3.60921E-05,51.45599384,34.7433361,0.6901,0.86,0.76847,0.87849,0.87407,0.87312,0.87315
sp|P28072|PSB6_HUMAN,P28072,Proteasome subunit beta type-6,1,2.28089E-05,2.64847E-05,1.58305E-05,2.52334E-05,69.69847421,59.39378798,0.6901,0.63,0.3657,0.62716,0.63264,0.63276,0.63261
sp|P40199|CEAM6_HUMAN,P40199,Carcinoembryonic antigen-related cell adhesion molecule 6,2,6.76166E-05,4.98606E-05,3.85012E-05,3.57313E-05,94.28785333,69.30924456,1.0001,1.08,0.56402,0.72541,0.73335,0.73268,0.73338
sp|P01133|EGF_HUMAN,P01133,Pro-epidermal growth factor,1,2.83561E-06,2.64495E-06,2.21929E-06,2.59732E-06,47.12067005,36.37297177,1.0001,0.85,0.24703,0.27615,0.29488,0.32278,0.32773
sp|P13693|TCTP_HUMAN,P13693,Translationally-controlled tumor protein,1,3.29834E-06,1.62125E-05,3.46845E-06,5.70018E-06,42.07357148,156.6650014,0.2221,0.61,1.0687,1.0389,1.0332,1.032,1.0318
sp|Q92896|GSLG1_HUMAN,Q92896,Golgi apparatus protein 1,1,7.41555E-05,5.87927E-05,3.84647E-05,6.25723E-05,95.68926975,63.22497183,0.8411,0.61,0.45163,0.57194,0.60129,0.60658,0.60735
sp|P10321|HLAC_HUMAN,P10321,"HLA class I histocompatibility antigen, C alpha chain",1,1.02426E-05,1.37996E-05,9.4593E-06,1.3933E-05,28.40893764,37.46940312,0.2221,0.68,1.2447,1.1916,1.1852,1.1837,1.1836
sp|Q9UKK9|NUDT5_HUMAN,Q9UKK9,ADP-sugar pyrophosphatase,2,2.21218E-05,2.2765E-05,2.07894E-05,2.38708E-05,59.32947844,46.6430798,0.8411,0.87,0.081657,0.21203,0.22093,0.2321,0.23421
sp|P61981|1433G_HUMAN,P61981,14-3-3 protein gamma,1,1.03317E-05,1.21848E-05,7.14662E-06,1.23843E-05,93.9207014,77.63343328,0.6901,0.58,0.2935,0.31885,0.32773,0.32883,0.33174
sp|Q9HAT2|SIAE_HUMAN,Q9HAT2,Sialate O-acetylesterase,1,6.90252E-06,6.04376E-06,7.9473E-06,5.47071E-06,47.76369694,57.48037084,0.6901,1.45,0.36289,0.54218,0.545,0.54683,0.54699
sp|P01602|KV105_HUMAN,P01602,Immunoglobulin kappa variable 1-5,2,0.000118787,7.51898E-05,0.000105038,8.12579E-05,49.2900967,49.31303938,0.2221,1.29,1.2999,1.2791,1.272,1.2708,1.2705
sp|P45877|PPIC_HUMAN,P45877,Peptidyl-prolyl cis-trans isomerase C,1,5.39294E-06,5.36586E-06,6.15493E-06,6.93247E-06,49.39421169,61.68930675,0.8411,0.89,0.010682,0.30942,0.32995,0.33045,0.33586
sp|A0A0A0MS14|HV145_HUMAN,A0A0A0MS14,Immunoglobulin heavy variable 1-45,2,0.000158205,7.40491E-05,0.000162534,5.52993E-05,37.52168852,74.44429129,0.0951,2.94,1.8288,1.7452,1.7363,1.7357,1.7353
sp|P16070|CD44_HUMAN,P16070,CD44 antigen,1,2.4867E-05,2.4129E-05,2.00582E-05,2.25678E-05,75.23021706,84.85856074,1.0001,0.89,0.088733,0.54658,0.54758,0.54683,0.54675
sp|Q8NFU4|FDSCP_HUMAN,Q8NFU4,Follicular dendritic cell secreted peptide,2,1.42762E-05,1.92062E-05,1.55596E-05,1.21188E-05,61.94374223,107.8022217,1.0001,1.28,0.48381,0.46384,0.46141,0.46072,0.46096
sp|P0DOX6|IGM_HUMAN,P0DOX6,Immunoglobulin mu heavy chain,3,0.000507533,0.000410697,0.000416097,0.000302287,53.7887912,103.4051405,0.2221,1.38,0.47736,0.67782,0.67409,0.67605,0.67598
sp|Q13421|MSLN_HUMAN,Q13421,Mesothelin,1,1.1883E-05,6.99564E-06,1.50005E-05,6.31122E-06,50.65864182,25.91737352,0.3101,2.38,1.5189,1.4482,1.4505,1.4483,1.4479
sp|P13688|CEAM1_HUMAN,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1,1,4.80455E-05,2.41754E-05,6.42411E-05,3.0264E-05,75.10899572,60.35476589,0.4211,2.12,1.2469,1.2149,1.2114,1.2096,1.2093
sp|A0A075B6I0|LV861_HUMAN,A0A075B6I0,Immunoglobulin lambda variable 8-61,1,7.38238E-05,7.96397E-05,5.14042E-05,6.73207E-05,69.63689428,75.75235933,1.0001,0.76,0.19315,0.33067,0.34049,0.34536,0.34525
sp|P0C0L5|CO4B_HUMAN,P0C0L5,Complement C4-B,2,3.08129E-05,1.87958E-05,1.4512E-05,7.62035E-06,116.327518,137.4733723,0.2221,1.90,0.60383,0.57647,0.57436,0.57368,0.5756
sp|Q9BVC6|TM109_HUMAN,Q9BVC6,Transmembrane protein 109,1,1.7121E-05,7.49737E-06,1.49969E-05,6.94987E-06,31.95347693,83.07433678,0.0561,2.16,1.9154,1.8249,1.82,1.82,1.8195
sp|Q08722|CD47_HUMAN,Q08722,Leukocyte surface antigen CD47,1,7.32882E-06,1.053E-05,7.77816E-06,9.07642E-06,53.48474206,77.38882742,0.6901,0.86,0.79095,0.90437,0.90341,0.90441,0.90415
sp|P01717|LV325_HUMAN,P01717,Immunoglobulin lambda variable 3-25,1,1.3402E-05,7.82055E-06,7.88217E-06,4.60917E-06,82.08011421,86.67341326,0.5481,1.71,0.91944,0.94045,0.93526,0.93688,0.93687
sp|O75695|XRP2_HUMAN,O75695,Protein XRP2,2,2.43061E-05,2.67873E-05,1.83849E-05,2.7544E-05,55.82657127,40.40046953,1.0001,0.67,0.3641,0.352,0.35355,0.36189,0.36369
sp|Q14739|LBR_HUMAN,Q14739,Delta(14)-sterol reductase LBR,1,1.70046E-05,1.57252E-05,1.43403E-05,1.56401E-05,71.90714354,39.37325135,0.8411,0.92,0.1611,0.36099,0.36724,0.37675,0.37671
sp|Q86SF2|GALT7_HUMAN,Q86SF2,N-acetylgalactosaminyltransferase 7,1,6.40064E-06,8.35322E-06,6.72337E-06,9.46264E-06,23.71372742,34.79637451,0.1511,0.71,1.2491,1.2055,1.1995,1.1978,1.1976
sp|Q16563|SYPL1_HUMAN,Q16563,Synaptophysin-like protein 1,1,7.10093E-05,4.84045E-05,7.15388E-05,4.62474E-05,24.02435475,56.62270648,0.0951,1.55,1.3788,1.3507,1.3432,1.3417,1.3414
sp|P15814|IGLL1_HUMAN,P15814,Immunoglobulin lambda-like polypeptide 1,2,0.001695991,0.001017843,0.001648275,0.001002189,29.71698007,55.87276361,0.0951,1.64,1.6644,1.6013,1.5925,1.5902,1.59
sp|Q8N6Q3|CD177_HUMAN,Q8N6Q3,CD177 antigen,2,4.14921E-05,4.63445E-05,3.0514E-05,1.37966E-05,63.19943253,135.2545736,0.4211,2.21,0.19625,0.25069,0.25015,0.26009,0.26002
sp|Q9HC07|TM165_HUMAN,Q9HC07,Transmembrane protein 165,2,3.2902E-05,1.27871E-05,2.98496E-05,1.23532E-05,45.70956929,25.91016853,0.0081,2.42,2.0563,1.9591,1.9543,1.9513,1.9508
sp|P20933|ASPG_HUMAN,P20933,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,1,2.9767E-05,5.30492E-05,2.56803E-05,2.76799E-05,46.68307797,113.4754068,0.8411,0.93,0.82237,0.78763,0.80405,0.80814,0.80923
sp|O75915|PRAF3_HUMAN,O75915,PRA1 family protein 3,1,4.08759E-05,2.60027E-05,3.1773E-05,2.73254E-05,52.12414994,27.67195991,0.3101,1.16,1.3413,1.2775,1.2738,1.2734,1.2732
sp|P33908|MA1A1_HUMAN,P33908,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",1,2.83353E-05,1.21102E-05,3.0909E-05,9.46869E-06,80.25849682,60.36589779,0.3101,3.26,1.3605,1.3497,1.3425,1.341,1.341
sp|P12081|HARS1_HUMAN,P12081,"Histidine--tRNA ligase, cytoplasmic",1,1.3357E-05,3.5973E-05,8.44113E-06,5.64754E-06,84.45771677,119.609519,1.0001,1.49,1.0793,1.0436,1.0486,1.05,1.05
sp|O60547|GMDS_HUMAN,O60547,"GDP-mannose 4,6 dehydratase",1,4.17466E-05,1.38003E-05,1.18215E-05,9.21233E-06,175.1490252,63.93738919,1.0001,1.28,0.82533,0.82796,0.82467,0.82347,0.82324
